-11538.994298342248	1962.2816544484124	3249.0487893958584	-2971.741539368246	913.3369088608988
-13111.893418399797	2841.3638534234265	926.4822123734657	-101.14862956433225	-58.56655334766374
-14273.66488970721	3048.464888293537	599.8620081473788	324.17676650641494	-164.54153303444957
-15278.706957477865	2964.646540416711	1485.6798253320544	-363.510600179134	2.407115744142542
-16155.091892562345	2990.767155981334	2942.1409839112603	-2021.2191703531585	539.4293565291875
-16735.184398074478	2613.279161385765	4066.5971345031458	-2893.7158779653323	757.4666854832026
-17289.53359452841	3394.4051741126536	1918.9984076243531	-844.0015168977548	178.20260377559418
-17730.67669003831	3559.5359121849306	1784.6674097563007	-646.6807457993596	91.89232305316703
-18051.322226546625	3145.31001649388	3147.176140901054	-1951.9801230323744	483.8579433406523
-18393.563991543622	3365.081016748307	3026.1923666297544	-1957.2668183210035	505.3083965297564
-18660.42540478619	3984.608657646939	1801.9271530742076	-986.510294422189	245.2838770637195
-18860.566507000724	4297.7923873308355	1433.7331344593686	-861.7543050817185	234.88448810541837
-18981.678710874945	4050.2013257024964	1593.6883676482096	-567.1830236121143	32.34850067101758
-19097.271440684184	4057.253493723749	1779.3792786068902	-979.7123427029912	246.05664754553575
-19187.414568607644	4241.828651114493	1212.055085280748	-346.2280999215099	29.56531193522981
-19160.16733154729	4122.055360688037	1161.2759765475023	-75.37861054062283	-100.45381977097261
-19033.159981125023	3618.3285532490117	2063.7414295605267	-802.1573320938257	95.15054154897518
-18981.750987275027	3417.6396447835823	3114.1615380507933	-2164.5605525854526	597.4587685984859
-18892.112104806616	3768.28601829142	1849.4005086378652	-937.2496395445787	231.34507768612733
-18746.877737821447	3310.6046170123736	3077.605243107876	-2087.6499632765426	580.4233590015225
-18620.4099626229	3210.5491381332577	2962.7039109936227	-1548.4757517235548	308.73980471373864
-18464.409187741097	3508.574240699492	1742.9795836049395	-219.55471774284638	-118.03335936716651
-18149.02451642142	2958.829847677426	4137.688499741914	-3101.964576481871	861.7843598258886
-17812.575691747763	2753.968141176252	4548.294523998734	-3543.541643550608	999.5309707178125
-17427.981403926162	2670.961595495504	4794.106664911514	-3957.524068522478	1145.5476707111702
-17038.935360655065	3101.0052518642924	3701.915696554948	-3218.0433946266558	959.8648777033267
-16638.408611530438	2992.70733369172	3988.170750438343	-3608.767956767789	1108.098003205292
-16154.055259446219	3602.3743649460926	1705.2036628925334	-1351.2114752980979	405.91275462095217
-15673.108052659623	3965.7042827509517	897.0599934768103	-1060.765303373038	423.19080462284603
-15109.437481709358	3548.3992797249075	1569.2004722824356	-1461.9010258910478	472.6983225848628
-14503.244685795931	3319.886358081788	2111.074828373611	-2279.186657329964	784.1110911824685
-13909.386371872937	3352.132860522017	1046.866069812428	-968.6359962783839	326.0131295325442
-13348.350377699348	3264.2068654153964	511.79929619570225	-347.37277152708674	131.15959992832956
-12811.81347627416	2985.541856583918	1374.6485435975524	-1425.2010086190423	498.0818298946717
-12270.257494869224	2857.0241308866975	1046.6793324964212	-939.1499701352925	314.2795065766799
-11757.235027864544	2632.098370943752	1502.2957753152118	-1597.2753500276976	567.3555760214412
-11246.994530103007	2465.186152837265	1537.1115600475132	-1679.1150767460888	588.929093975131
-10741.932257805898	2642.696731550855	-259.897049437883	576.3078214054864	-190.25334889951844
-10224.291337566	2112.636337669971	913.14510637898	-567.952301094161	170.0637512947398
-9709.1873753393	2017.5884913821387	779.154699352798	-311.354725913459	49.85078768845502
-9271.397298373051	2333.2297490204696	-465.24093901609103	963.6850375213091	-366.29809605130123
-8790.791097811578	2521.1335429313117	-980.1603633360929	1220.4099302276816	-400.6202275223852
-8259.676412130008	1866.1313976938357	670.796500381565	-409.0269062177268	97.88386903526268
-7736.432121280181	1730.861720425934	808.7982529182478	-614.5026085113074	167.36736205507765
-7213.977587207586	1759.7016737523472	499.767808812197	-489.9435268123541	169.4353168688184
-6674.848118358894	1510.4005406034028	559.9011317866434	-389.5530506898285	100.23262042981085
-6118.370633569495	1501.62703318975	-38.20661698154724	219.69208815746055	-87.25766784789317
-5562.9749355154045	1375.3192120208728	-13.554923636212255	92.43732431911198	-31.336905512139406
-5002.357982587016	1472.4354734619906	-741.0176090645376	815.2783951807305	-254.53248518653047
-4392.311068221958	1002.7759897587737	448.09166471966694	-423.4862664802761	129.9929116284559
