10	2152.3282527923584
12	6635.68377494812
13	16589.87593650818
14	68832.51309394836
15	220350.89564323425
16	874968.9764976501
13	26.90978217124939
14	55.186312198638916
15	207.3775873184204
16	810.1474583148956
13	12.523832082748413
14	29.32768177986145
15	108.58311891555786
16	411.04662680625916
13	27.2191104888916
14	29.992571353912354
15	108.51168656349182
16	417.6518385410309
17	1639.0230205059052
18	6579.559547424316
17	2987.974643945694
18	11812.512144327164
15	149.20600175857544
16	569.1879951953888
17	2252.19788813591
18	9080.256293535233
15	198.2653784751892
16	775.8691878318787
17	3072.096264600754
18	12268.43959736824
