-0.002988	91893446833288.625000
-0.002928	96018198661947.250000
-0.002867	100142950490605.875000
-0.002807	97776522477932.750000
-0.002747	95576118148161.734375
-0.002686	93651178780093.515625
-0.002626	97729177365014.921875
-0.002566	98684656882176.937500
-0.002505	104165855324256.875000
-0.002445	97629352422837.609375
-0.002385	98139358942589.000000
-0.002324	103841861386168.156250
-0.002264	100509983891446.421875
-0.002203	99810177037194.812500
-0.002143	96578833320904.703125
-0.002083	97586005792005.500000
-0.002022	100987269750374.203125
-0.001962	94839005751411.140625
-0.001902	96563413937547.296875
-0.001841	98991829283836.250000
-0.001781	103525345967823.437500
-0.001720	102456461716894.921875
-0.001660	94125214226623.781250
-0.001600	99584210697903.718750
-0.001539	95954180826962.125000
-0.001479	98548124294632.062500
-0.001419	104433493820365.156250
-0.001358	99468768596787.312500
-0.001298	105477468035943.281250
-0.001238	104321810910137.781250
-0.001177	101565202084789.328125
-0.001117	97624059997193.968750
-0.001056	100458175514341.812500
-0.000996	105864276183214.687500
-0.000936	106060214024847.609375
-0.000875	100478265975748.500000
-0.000815	102089413111714.843750
-0.000755	102773491026487.390625
-0.000694	105415787076152.562500
-0.000634	103834709889649.390625
-0.000573	101525242123100.156250
-0.000513	97763036950180.171875
-0.000453	104150854943751.218750
-0.000392	100286864172200.187500
-0.000332	103080711978519.765625
-0.000272	94511419722278.875000
-0.000211	100337619017482.609375
-0.000151	103985076499254.125000
-0.000091	97740158711971.171875
-0.000030	101930814505239.031250
0.000030	95399920146239.687500
0.000091	100070060530322.515625
0.000151	99355784293031.281250
0.000211	98097157099188.500000
0.000272	104747486737691.406250
0.000332	103747549838754.093750
0.000392	100106774496201.656250
0.000453	96667496356443.406250
0.000513	101246533855986.875000
0.000573	106301923747235.406250
0.000634	96603485763843.046875
0.000694	98835324278928.921875
0.000755	98771801188036.531250
0.000815	98757245612773.000000
0.000875	100442515421400.406250
0.000936	101274856833174.796875
0.000996	98867216495791.562500
0.001056	100500512227087.343750
0.001117	98557329686638.171875
0.001177	97350860190311.312500
0.001238	95436713825324.671875
0.001298	91506834381073.281250
0.001358	97474769290277.906250
0.001419	99939387285818.781250
0.001479	99737160733111.640625
0.001539	103735300889080.562500
0.001600	102015943087219.375000
0.001660	99969042982004.531250
0.001720	100648245391087.828125
0.001781	101180698119762.562500
0.001841	102048803442352.281250
0.001902	98246715772367.593750
0.001962	100980857244087.390625
0.002022	96722263266256.109375
0.002083	94580559664536.859375
0.002143	96062161748327.875000
0.002203	96020237446452.812500
0.002264	101225451728362.562500
0.002324	95193313363297.515625
0.002385	97446668577840.343750
0.002445	96651553100647.687500
0.002505	106549750201982.953125
0.002566	101510226113446.015625
0.002626	102076579868077.093750
0.002686	102446491257140.515625
0.002747	102037888037806.843750
0.002807	104513308205491.968750
0.002867	101977355352149.531250
0.002928	98920839484493.062500
0.002988	95864323616836.593750


-0.002988	316197526842831.187500
-0.002928	289955241676967.750000
-0.002867	263712956511104.312500
-0.002807	224670938527720.468750
-0.002747	185535099796441.031250
-0.002686	155656765816018.875000
-0.002626	132088514048827.218750
-0.002566	117906798448750.937500
-0.002505	108654138173224.281250
-0.002445	103787275232911.203125
-0.002385	100318306941745.859375
-0.002324	101932238678742.062500
-0.002264	97630650985087.578125
-0.002203	96630607210475.484375
-0.002143	96637971497225.984375
-0.002083	95912397748975.625000
-0.002022	103600349225738.609375
-0.001962	96732377894053.468750
-0.001902	97257767989736.265625
-0.001841	95255561119935.062500
-0.001781	100111423748516.625000
-0.001720	99445798913178.640625
-0.001660	104719379968926.125000
-0.001600	101797666295443.703125
-0.001539	97117000277499.078125
-0.001479	95487181173264.656250
-0.001419	97288597607263.203125
-0.001358	101681442428595.890625
-0.001298	104693402453927.875000
-0.001238	101635228573283.390625
-0.001177	104918400237038.875000
-0.001117	107657564752466.843750
-0.001056	99594904862159.656250
-0.000996	99468614497347.812500
-0.000936	100472582087544.859375
-0.000875	102217245697176.281250
-0.000815	100502927736702.546875
-0.000755	104530293553178.734375
-0.000694	105444526095385.421875
-0.000634	104538093446214.531250
-0.000573	102952441473446.562500
-0.000513	99034540702946.843750
-0.000453	102043152977652.500000
-0.000392	109142423314289.734375
-0.000332	103229768438638.718750
-0.000272	103548860540481.671875
-0.000211	100824100513262.531250
-0.000151	104392758261723.734375
-0.000091	100324055662473.343750
-0.000030	97556138947126.843750
0.000030	101949962235071.406250
0.000091	101589336863073.937500
0.000151	91134962995633.796875
0.000211	98629797320943.750000
0.000272	93467811496432.062500
0.000332	89582801429919.406250
0.000392	86219632610506.625000
0.000453	82574764154198.015625
0.000513	82282966953628.984375
0.000573	86628769926078.750000
0.000634	84674729067830.000000
0.000694	88153925183844.281250
0.000755	82475301126394.031250
0.000815	80529152618874.828125
0.000875	82096423977824.671875
0.000936	81034521616803.984375
0.000996	86163741422950.875000
0.001056	84248657428531.406250
0.001117	77623763848754.125000
0.001177	80018486411336.390625
0.001238	79201843744754.640625
0.001298	78693361826582.687500
0.001358	81657179046819.765625
0.001419	79771099645570.625000
0.001479	81062842308937.125000
0.001539	81225409232516.687500
0.001600	76581837351181.890625
0.001660	76601408384807.843750
0.001720	79148805589467.671875
0.001781	76386191596031.640625
0.001841	80444445762162.265625
0.001902	80906364837437.203125
0.001962	80763149808357.078125
0.002022	81238810672393.468750
0.002083	76052106392358.093750
0.002143	78188925529738.609375
0.002203	85381269286034.765625
0.002264	81953065390821.843750
0.002324	84559456373867.500000
0.002385	82857074292294.093750
0.002445	78125515345450.031250
0.002505	75123819004083.171875
